Price,Brand,Processor Base Frequency,Processor Max Frequency,Processor Brand,Processor Model,Generation,Processor Core,Processor Thread,CPU Cache,Chipset Model,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Total RAM Slot,Max RAM Capacity,Storage Type,Storage Capacity,Extra M.2 Slot,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,VGA/D-Sub,HDMI Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,LAN,WiFi,Bluetooth,Fingerprint Sensor,Security Locker Slot,Security Chip,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Refresh Rate,Bus Speed,Graphics Type,Audio Features,Display Port,Camera Privacy Shutter,Other Features,Supported SSD Type,Mini HDMI Port,USB 2 Port,Processor,Display,Memory,Storage,Graphics,Chipset,Battery,Adapter,Audio,Keyboard,Wi-Fi,USB (s),HDMI,Dimensions (W x D x H),Color(s),Manufacturing Warranty,Removable,HDD RPM,Storage Upgrade,Body Material,Keyboard Features,Backup Time (Approx),Response TIme
126500,GIGABYTE,up ,up ,Intel,Core i5,12th Gen,12,16,18MB,NULL,15.6,IPS,FHD (1920x1080),No,"Thin Bezel, Anti-glare Display",8GB,DDR4,2,Up to 64GB,M.2 NVMe PCIe Gen4 SSD,512GB SSD,Yes,NVIDIA GeForce RTX 3050,4GB,Illuminated full-size keyboard,Yes,1.0M HD video camera,2x 2 Watt,Yes,N/A,1x SD,NULL,1 x HDMI 2.1 (with HDCP),1 x USB 3.2 Gen 1 port (Type A),"1 x USB 3.2 Gen 2 port (Type C)
1 x Thunderbolt™ 4 port (Type C)","1 x 2-in-1 Audio Jack (Headphone / Microphone)
1 x Microphone Jack",1G LAN Ethernet,Intel Wi-Fi 6,Bluetooth V5.2,N/A,Security (Kensington Type) Lock Slot,Intel PTT for system without Hardware TPM,Windows 11 Home,Li-ion,54Wh,180W,Mate Black,36.0 (W) x 23.8 (D) x 2.39(H) cm (14.2(W) x 9.4(D) x 0.94(H) inch),1.99kg (4.39lb),2 Years Warranty (Battery & Adapter 1 Year),144hz,3200MHz,GDDR6,DTS:X Ultra,NULL,NULL,NULL,"M.2 2280 x 2 (PCIe Gen3x4*1 , PCIe Gen4x4*1 )",NULL,1 x USB 2.0 port (Type A),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Multi-languages 15 colors with numeric pad,NULL,NULL
126500,Asus,3.0,4.0,AMD,Ryzen 5,4th Gen,6,12,"L2 Cache: 3MB
L3 Cache: 8MB",NULL,15.6,IPS,FHD (1920 x 1080),No,"16:9,anti-glare display, sRGB:62.5%,Adobe:47.34%, DCI-P3",8GB,DDR4,2,up to 32GB,M.2 NVMe PCIe 3.0 SSD,512GB,Yes,NVIDIA GeForce RTX 3050,4GB,Illuminated Keyboard,Yes,HD,Yes,Yes,N/A,N/A,NULL,1x HDMI 2.0b,3x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 2 Type-C,1 x 3.5 mm combo audio jack,N/A,Wi-Fi 6(802.11ax),Bluetooth 5.1,N/A,NULL,NULL,NULL,3-cell Li-ion,"48WHrs, 3S1P","ø6.0, 180W AC Adapter, Output: 20V DC, 9A, 180W, Input: 100~240V AC, 50/60Hz universal",Graphite Black,35.9 x 25.6 x 2.28 ~ 2.43 cm,"2.30 Kg
5.07 Lb",02 years International Limited Warranty (Battery 1 year),144Hz,3200MHz,GDDR6,DTS software,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,RGB,NULL,NULL
126450,Asus,2.8,4.7,Intel,Core i7,11th Gen,4,8,12MB,NULL,15.6,OLED,FHD (1920x1080),No,"16:9, 600 NITS, 85% SCREEN TO BODY RATIO, 100% DCI-P3, 70% LESS BLUE LIGHT, SGS EYE CARE",8GB (Onboard),DDR4,2,16GB,M.2 NVMe PCIe 3.0 SSD,512GB,N/A,NVIDIA GeForce MX350,2GB,Illuminated Keyboard,Yes,HD,Yes,Yes,N/A,"Micro SD
Micro SD 4.0",NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x Headphone out,N/A,Wi-Fi 6(802.11ax),Bluetooth 5.0 (Dual band) 2*2,Yes,NULL,Firmware TPM,Windows 11 64-bit,3 -Cell,42 Wh,"ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","HEARTY GOLD (L1659W-S513EQ)
INDIE BLACK (L1660W-S513EQ)","35.90 x 23.50 x 1.79 ~ 1.79 cm (14.13"" x 9.25"" x 0.70"" ~ 0.70"")",1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,3200MHz,GDDR5,"Audio by ICEpower
Harman/Kardon (Mainstream)
with Cortana support",NULL,NULL,BIOS Booting User Password Protection,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1x STD 2.5” SATA HDD,NULL,"Num-key
1.4mm Key-travel",NULL,NULL
130900,ASUS,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,14,OLED,2.8K (2880X1800),Yes,"16:10 aspect ratio, LED Backlit, 400nits, 100% sRGB color gamut, Anti-glare display, Screen-to-body ratio: 92 ％",8GB (On Board),LPDDR4X,1,8GB,M.2 NVMe PCIe 3.0 G4 SSD,512GB,N/A,Intel Iris Xe Graphics,Shared,Backlit Keyboard,Yes,HD,Built-in speaker,Built-in array,N/A,Micro SD,NULL,1x HDMI 2.0b,1 x USB 3.2 Gen 2 Type-A,2 x Thunderbolt 4 (Supports Display / Power Delivery),1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 6(802.11ax),Bluetooth 5.0 (Dual band),Yes,NULL,Firmware TPM,Windows 10,3-cell Li-ion,"63WHrs, 3S1P","TYPE-C, 100W AC Adapter, Output 20V DC, 5A, 100W, Input: 100~240V AC 50/60Hz universal",Pine Gray,"31.12 x 22.11 x 1.59 ~ 1.59 cm (12.25"" x 8.70"" x 0.63"" ~ 0.63"")",1.4 kg (3.09 lbs),02 years International Limited Warranty (Battery 1 year),NULL,NULL,NULL,"harman/kardon (Premium)
with Cortana and Alexa voice-recognition support",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,"1.4mm Key-travel
Spill-resistant Keyboard
Support NumberPad",NULL,NULL
126450,Asus,2.8,4.7,Intel,Core i7,11th Gen,4,8,12MB,NULL,15.6,OLED,FHD (1920x1080),No,"16:9, 600 NITS, 85% SCREEN TO BODY RATIO, 100% DCI-P3, 70% LESS BLUE LIGHT, SGS EYE CARE",8GB (Onboard),DDR4,2,16GB,M.2 NVMe PCIe 3.0 SSD,512GB,N/A,NVIDIA GeForce MX350,2GB,Illuminated Keyboard,Yes,HD,Yes,Yes,N/A,"Micro SD
Micro SD 4.0",NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x Headphone out,N/A,Wi-Fi 6(802.11ax),Bluetooth 5.0 (Dual band) 2*2,Yes,NULL,Firmware TPM,Windows 11 64-bit,3 -Cell,42 Wh,"ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","HEARTY GOLD (L1731W-S513EQ)
INDIE BLACK (L1732W-S513EQ)","35.90 x 23.50 x 1.79 ~ 1.79 cm (14.13"" x 9.25"" x 0.70"" ~ 0.70"")",1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,3200MHz,GDDR5,"Audio by ICEpower
Harman/Kardon (Mainstream)
with Cortana support",NULL,NULL,BIOS Booting User Password Protection,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1x STD 2.5” SATA HDD,NULL,"Num-key
1.4mm Key-travel",NULL,NULL
129120,MSI,3.3,4.4,Intel,Core i5,12th Gen,"8 (Performance-cores: 4, Efficient-cores: 4)",12,12MB,NULL,15.6,IPS,FHD (1920x1080),No,NULL,8GB,DDR4,2,Up to 64GB,NVMe PCIe Gen3x4 SSD,512GB,N/A,NVIDIA GeForce RTX 3050,4GB,Backlight Keyboard,Yes,HD type (30fps@720p),2x 2W Speaker,Yes,N/A,NULL,NULL,1x (4K @ 60Hz) HDMI,2x Type-A USB3.2 Gen1,1x Type-C USB3.2 Gen1,1x Mic-in/Headphone-out Combo Jack,1x RJ45,Intel Wi-Fi 6 AX201(2 x 2 ax),Bluetooth v5.2,N/A,N/A,N/A,Windows 11 Home,3 cell Integrated,53.5 Whr,180W AC Adapter,Black,359 x 259 x 24.9 mm,2.25 kg,02 Year International Warranty,144Hz,3200MHz,GDDR6,NULL,N/A,N/A,NULL,NULL,NULL,1x Type-A USB2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(Single-Color, Red)",NULL,NULL
129700,Lenovo,3.1,4.4,Intel,Core i5,11th Gen,4,8,8MB,NULL,16,2.5K WQXGA IPS LED Display,2560x1600,No,"350nits Anti-glare, 120Hz, 100% sRGB, Low Blue Light",1 x 16GB Removable,DDR4,1,N/A,M.2 2242 PCIe 3.0×4 NVMe SSD,512GB,N/A,Nvidia MX450,2GB,"Backlit, English (EU)",Yes,IR & 720p + ToF Sensor,"Stereo speakers, 2W x2","2x, Array Microphone",N/A,Yes,NULL,1x HDMI 1.4b,"1x USB 3.2 Gen 1 (Always On)
1x USB 3.2 Gen 1","1x USB-C 2.0 (support data transfer and Power Delivery 3.0)
1x Thunderbolt 4 (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)",1x Headphone/microphone combo jack (3.5mm),NULL,"Wi-Fi 6 11ax, 2x2",Bluetooth 5.1,No,NULL,Firmware TPM 2.0,Windows 11 Home,Integrated (Fast Charging Enable.),75Wh,95W USB-C (3-pin),Storm Grey,356 x 251 x 16.9-18.4 mm (14.02 x 9.88 x 0.67-0.72 inches),Around 1.9 kg (4.19 lbs),03 years Limited Warranty (Terms & Conditions Apply As Per Lenovo).,120Hz,3200MHz,GDDR6,"High Definition (HD) Audio, Realtek ALC3287 codec
 & Dolby Atmos",NULL,Yes,NULL,M.2 NVME,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,"Aluminum (Top), Aluminium (Bottom)",NULL,NULL,NULL
129800,Acer,up ,up ,Intel,Core i5,12th Gen,"12 (4 Performance-cores, 8 Efficient-cores)",16,18MB,NULL,15.6,IPS,Full HD (1920x1080),No,"Acer ComfyView LED-backlit TFT LCD,16:9 aspect ratio",8GB,DDR4,2,upto 32 GB,"PCIe Gen4, 16 Gb/s, NVMe SSD",512 GB,N/A,NVIDIA GeForce RTX 3050,4GB,RGB Backlit Keyboard,"Multi-gesture touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; application commands",720p HD video at 30 fps with Temporal Noise Reduction,Yes,Dual Mic,N/A,N/A,NULL,HDMI 2.0 (High-speed) x 1,"1 x USB 3.2 Gen 1 port, 
1 x USB 3.2 Gen 2 port with power-off charging, 
1 x USB 3.2 Gen 2 port",1 x USB Type-C port (USB 3.2 Gen 2) (Thunderbolt 4),Yes,Killer E2600 Gigabit Ethernet,"Killer Wi-Fi 6 AX 1650i
IEEE 802.11a/b/g/n/acR2+ax",Bluetooth 5.1,N/A,NULL,NULL,Windows 11 Home,4-cell Li-ion,57.5 Wh,3-pin 180 W AC adapter,Obsidian Black,"Height: 2.59/2.69 cm
Width: 36 cm
Depth: 27.1 cm",2.5 kg,2 Years Warranty (Battery & Adapter 1 Year),144Hz,3200MHz,GDDR6,Stereo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,"103-/104-/107-key FineTip with independent standard numeric keypad, international language support",NULL,NULL
129800,Asus,3.0,4.0,AMD,Ryzen 5,4th Gen,6,12,"L2 Cache: 3MB
L3 Cache: 8MB",NULL,17.3,LED,FHD (1920 x 1080),No,"Panel Tech: Value IPS-level, Brightness: 250nits, Contrast: 1:800, NTSC %: 45%, SRGB %: 62.5%, Adobe: 47.34%",8GB,DDR4,2,up to 32GB,M.2 NVMe PCIe 3.0 SSD,512GB,Yes,Nvidia RTX 3050 Graphics,4GB,Backlit Chiclet Keyboard 1-Zone RGB,Yes,HD,Yes,Yes,N/A,N/A,NULL,1x HDMI 2.0b,3 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1 x 3.5 mm combo audio jack,Yes,Wi-Fi 6(802.11ax),Bluetooth 5.1,N/A,Kensington Security Slot,Firmware TPM,Win-11 Home,3-cell Li-ion,"48WHrs, 3S1P",180W AC Adapter,Graphite Black,399 x 268 x 24.8mm,2.60 Kg,02 years International Limited Warranty (Battery 1 year),144Hz,3200MHz,GDDR6,"AI noise-canceling technology, DTS software",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Additional SSD Can be added,NULL,RGB,NULL,NULL
136490,ASUS,2.8,4.7,Intel,Core i7,11th Gen,4,8,12MB,NULL,13.3,OLED,FHD (1920 x 1080),Yes,"16:9, Wide view, Anti-glare display, LED Backlit, 400nits, DCI-P3-100%",16GB,DDR4,2,Up to 48GB,M.2 NVMe PCIe 3.0 SSD,512GB,Yes,Intel Iris Xe Graphics,Shared,Backlit Chiclet Keyboard,Support NumberPad,720p HD,Built-in,Built-in (array),N/A,N/A,NULL,1x HDMI 2.0b,1x USB 3.2 Gen 2 Type-A,2x Thunderbolt 4 supports display / power delivery,1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5.2,Integrated with Power Key,Kensington Security Slot,Trusted Platform Module (TPM) 2.0,FreeDos,"2S1P, 2-cell Li-ion",33WHrs,"TYPE-C, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",Star Black,"30.90 x 21.06 x 1.69 ~ 1.69 cm (12.17"" x 8.29"" x 0.67"" ~ 0.67"")","1.10 kg (2.43 lbs)
1.23 kg (2.71 lbs)",03 years Limited Warranty (Battery 1 year),NULL,3200MHz,NULL,"Smart Amp Technology, Cortana support",NULL,Yes,US MIL-STD 810H military-grade standard,M.2 2280 PCIe 3.0x4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,"1.5mm Key-travel, Spill-resistant Keyboard",NULL,NULL
137500,Asus,2.9,4.2,AMD,Ryzen 7,4th Gen,8,16,"L2 Cache: 4MB
L3 Cache: 8MB",NULL,15.6,IPS,FHD (1920 x 1080),No,"16:9,anti-glare display, sRGB:62.5%,Adobe:47.34%, DCI-P3",8GB + 8GB = 16GB (Removable),DDR4,2,32GB,M.2 NVMe PCIe 3.0 SSD,512GB,N/A,NVIDIA GeForce RTX 3050,4GB,Illuminated Keyboard,Yes,HD,Yes,Yes,N/A,N/A,NULL,1x HDMI 2.0b,3x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 2 Type-C,1 x 3.5 mm combo audio jack,N/A,Wi-Fi 6(802.11ax),Bluetooth 5.1,N/A,NULL,NULL,Win 11,3-cell Li-ion,"48WHrs, 3S1P","ø6.0, 180W AC Adapter, Output: 20V DC, 9A, 180W, Input: 100~240V AC, 50/60Hz universal",Graphite Black,35.9 x 25.6 x 2.28 ~ 2.43 cm,"2.30 Kg
5.07 Lb",02 years International Limited Warranty (Battery 1 year),144Hz,3200MHz,GDDR6,DTS software,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,RGB,NULL,NULL
138380,Asus,2.3,4.3,AMD,Ryzen 5,5th Gen,6,12,16MB,NULL,14,2.8K OLED WQHD,WQHD (2880X1800),No,"Aspect ratio: 16:10, Response time: 0.2ms, Peak Brightness: 600 Nits, Color gamut: 100% DCI-P3, VESA CERTIFIED Display HDR True Black 600, Color depth: 1.07 billion colors, Pantone Validated, Glare Glossy display, Low blue light 70% less harmful, SGS Eye Care Display, Screen-to-body ratio 90%",16GB,LPDDR4x,1,16GB,PCIe NVMe 3.0 x2 M.2 SSD,512GB,N/A,AMD Radeon,Shared,Backlit Chiclet Keyboard,Yes,HD Webcam,Yes,Yes,N/A,1 x MicroSD,NULL,1 x HDMI,1 x USB 3.2 Gen 1 Type-A,2 x USB 3.2 Gen 2 Type-C,1x 3.5mm Combo Audio Jack,NULL,Wi-Fi 6E (802.11ax) (Dual band) 2 x 2,Bluetooth 5.0,Yes,NULL,Firmware TPM,Windows 11 Home,4-cell lithium-polymer,75WHrs,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal",Jade Black,313.6 x 220.6 x 16.9 - 16.9 mm,1.39 kg,2 years International Limited Warranty (Battery 1 year),NULL,NULL,NULL,"Smart Amp Technology
Built-in speaker
Built-in microphone
Harman Kardon (Premium) 
Voice control with Cortana and Alexa voice-recognition support
Array microphone with Cortana and Alexa voice-recognition support
Certified by Harman Kardon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,90 Hz
138600,Asus,up ,up ,Intel,Intel Core,12th,12,16,18,NULL,16.0,WQXGA LED,WQXGA (2560 x 1600),No,"16.0-inch, WQXGA (2560 x 1600) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 400nits, 100% DCI-P3 color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 85 ％",16GB (8x2),DDR4,2,NULL,M.2 NVMe PCIe 4.0 SSD,512GB,NULL,Intel Iris X Graphics,Shared,Backlit Chiclet Keyboard with Num-key,Yes,HD,Yes,Yes,N/A,NULL,NULL,1x HDMI 2.1 TMDS,1x USB 3.2 Gen 1 Type-A,2 x Thunderbolt 4,1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 6E(802.11ax) (Dual band) 2x2,Bluetooth 5.0,Yes,NULL,Firmware TPM,Windows 11 Home,3-cell Li-ion,"70WHrs, 3S1P","TYPE-C, 90W AC Adapter, Output 20V DC, 4.5A, 90W, Input: 100~240V AC 50/60Hz universal","Sandy Grey (S5602ZA-KV099W)
Midnight Black (S5602ZA-KV100W)",35.76 x 25.24 x 1.79 ~ 1.79 cm,1.8 kg,02 years International Limited Warranty (Battery 1 year),60Hz,NULL,NULL,"Smart Amp Technology
Built-in speaker
Built-in array microphone
harman/kardon (Mainstream)",NULL,Yes,NULL,NULL,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL
143000,ASUS,2.7,4.5,Intel,Core i5,11th Gen,6,12,12MB,NULL,15.6,IPS,FHD (1920 x 1080),No,"16:9,  250 Brightness, 1000:1 Contrast, NTSC 45%, SRGB 62.5%, Adobe 47.34%, Anti glare Display",8GB,DDR4,2,Up to 32GB,M.2 NVME PCIE 3.0 SSD,512GB,Yes,NVIDIA GeForce RTX 3050 Ti,4GB,Illuminated Keyboard,Yes,HD,2x 2W,Yes,N/A,N/A,NULL,1x HDMI 2.0b,3x USB 3.2 Gen 1 Type-A,1x Thunderbolt 4 support DisplayPort,1x 3.5mm Combo Audio Jack,"1x RJ45 LAN port
10/100/1000 Mbps",Wi-Fi 6(802.11ax),Bluetooth 5.2,N/A,Kensington Security Slot,Firmware TPM,Windows 10 Home,3-cell Li-ion,"48WHrs, 3S1P","ø6.0, 180W AC Adapter, Output: 20V DC, 9A, 180W, Input: 100~240V AC, 50/60Hz universal",Eclipse Gray,35.9 x 25.6 x 2.28 ~ 2.45 cm,2.30 Kg,2 years International Limited Warranty (Battery 1 year),144Hz,3200MHz,GDDR6,DTS software,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,RGB,NULL,NULL
143000,Asus,2.9,4.2,AMD,Ryzen 7,4th Gen,8,16,"L2 Cache: 4MB
L3 Cache: 8MB",NULL,17.3,LED,FHD (1920 x 1080),No,"Brightness: 250nits, Anti Glare, Value IPS-level, Adaptive-Sync",16GB (2 x 8GB Removable),DDR4,2,up to 32GB,M.2 NVMe PCIe 3.0 SSD,512GB,Yes,Nvidia RTX 3050 Graphics,4GB,Backlit Chiclet Keyboard 1-Zone RGB,Yes,HD,Yes,Yes,N/A,N/A,NULL,1x HDMI 2.0b,3 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1 x 3.5 mm combo audio jack,Yes,Wi-Fi 6(802.11ax),Bluetooth 5.1,N/A,Kensington Security Slot,Firmware TPM,Win-11 Home,3-cell Li-ion,"48WHrs, 3S1P",180W AC Adapter,Graphite Black,399 x 268 x 24.8mm,2.60 Kg,02 years International Limited Warranty (Battery 1 year),144Hz,3200MHz,GDDR6,"AI noise-canceling technology, DTS software",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Additional SSD Can be added,NULL,RGB,NULL,NULL
143810,ASUS,3.0,4.0,AMD,Ryzen 5,4th Gen,6,12,"L2 Cache: 3MB
L3 Cache: 8MB",NULL,15.6,NULL,FHD (1920 x 1080),No,"16:9 aspect ratio, rate, 400nits, 100% sRGB color gamut, 84% Screen-to-body ratio, Anti-glare display",16GB On Board,DDR4,1,16GB,NVMe PCIe,512GB SSD,N/A,NVIDIA GeForce RTX 3050,4GB,Backlit Chiclet Keyboard,Yes,HD,Yes,Yes,N/A,1 x Micro SD card reader,NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 5(802.11ax),Bluetooth 5.0 (Dual band) 2 x 2,Yes,NULL,NULL,Windows 11 Home 64-bit,3-cell Li-ion,"63WHrs, 3S1P","ø4.5, 90W AC Adapter, Output: 19V DC, Input: 100~240V AC 50/60Hz universal",QUIET BLUE,359.8 x 235.3 x 19.9mm,1.65 kg (3.64 lbs),02 years International Limited Warranty (Battery 1 year warrany),60hz refresh rate,3200MHz,GDDR6,"harman/kardon (Mainstream)
with Cortana support",NULL,Yea,NULL,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,Installed SSD can be upgradeable,NULL,NULL,NULL,NULL
145930,Lenovo,3.3,4.8,Intel,Core i7,11th Gen,4,8,12MB,NULL,15.6,IPS,FHD (1920×1080),No,"250nits Anti-glare , 45% NTSC, DC dimmer",16 GB,DDR4,NULL,NULL,"M.2 2242 PCIe 3.0×4 NVMe SSD 7 &  2.5"" HDD","256GB  SSD
1TB  HDD",No,NVIDIA GeForce GTX 1650,4GB,White Backlit Keyboard,Yes,720P HD Cam,Stereo speakers 2W x2,2x Array Microphone,N/A,NULL,NULL,1x HDMI 2.0,2x USB 3.2 Gen 1,1x USB-C 3.2 Gen 1 (support data transfer only),1x Headphone/microphone combo jack (3.5mm),1x Ethernet (RJ-45),"Wi-Fi 6 11ax, 2×2",Bluetooth 5.0,No,NULL,No,Windows 11 Home,Integrated,45Wh,170W Slim Tip (3-pin),Shadow Black,359 x 249.6 x 24.9 mm (14.13 x 9.83 x 0.98 inches),2.25 kg (4.96 lbs),02 years International Limited Warranty (Terms & Conditions Apply As Per Lenovo),120Hz,3200MHz,GDDR6,"High Definition (HD) Audio, Realtek ALC3287 codec, Nahimic Audio",NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5400rpm,NULL,NULL,NULL,NULL,NULL
142020,Asus,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,14.0,OLED,2.8K (2880 x 1800),Yes,"16:10, 550nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, 70% less harmful blue light, SGS Eye Care Display, With stylus support",8GB(On Board),LPDDR4X,1,NULL,M.2 NVMe PCIe 3.0 G4 SSD,512GB,N/A,Intel Iris Xe,Shared,Backlit Chiclet Keyboard,Yes,HD,Yes,Built-in array,N/A,Micro SD,NULL,1x HDMI 2.0b,1x USB 3.2 Gen 2 Type-A,2x Thunderbolt 4 supports display / power delivery,1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 6(802.11ax),Bluetooth 5.0 (Dual band),Yes,NULL,Firmware TPM,Windows 11 Home,3-cell Li-ion,"63WHrs, 3S1P","TYPE-C, 100W AC Adapter, Output 20V DC, 5A, 100W, Input: 100~240V AC 50/60Hz universal",Pine Gray,"31.10 x 22.30 x 1.59 ~ 1.59 cm (12.24"" x 8.78"" x 0.63"" ~ 0.63"")",1.40 kg (3.09 lbs),02 years International Limited Warranty (Battery 1 year),90Hz,NULL,NULL,"harman/kardon (Premium)
with Cortana and Alexa voice-recognition support",NULL,NULL,BIOS Booting User Password Protection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,"1.35mm Key-travel
Support NumberPad",NULL,0.2ms
